Cluster	DNase_ENCODE_ID	DNase_Output_Type	thresholded_bigInteract	full_predictions	thresholded_bedpe	thresholded_predictions	thresholded_bedpe_SYNAPSE_ID	full_predictions_SYNAPSE_ID	thresholded_bigInteract_SYNAPSE_ID	thresholded_predictions_SYNAPSE_ID
ovary_ENCSR930PDT	ENCFF072TVW	alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_ovary_ENCSR930PDT_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_ovary_ENCSR930PDT_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_ovary_ENCSR930PDT_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_ovary_ENCSR930PDT_thresholded_predictions.tsv.gz	syn55180051	syn55180056	syn55180048	syn55180049
uterus_ENCSR129BZE	ENCFF130PVC	alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_uterus_ENCSR129BZE_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_uterus_ENCSR129BZE_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_uterus_ENCSR129BZE_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_uterus_ENCSR129BZE_thresholded_predictions.tsv.gz	syn55180058	syn55180062	syn55180053	syn55180055
uterus_ENCSR545ADK	ENCFF914KBU	alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_uterus_ENCSR545ADK_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_uterus_ENCSR545ADK_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_uterus_ENCSR545ADK_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_uterus_ENCSR545ADK_thresholded_predictions.tsv.gz	syn55180061	syn55180065	syn55180057	syn55180059
vagina_ENCSR437AYW	ENCFF552WGU	alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_vagina_ENCSR437AYW_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_vagina_ENCSR437AYW_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_vagina_ENCSR437AYW_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_vagina_ENCSR437AYW_thresholded_predictions.tsv.gz	syn55180066	syn55180070	syn55180063	syn55180064
vagina_ENCSR733YNW	ENCFF564NGR	alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_vagina_ENCSR733YNW_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_vagina_ENCSR733YNW_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_vagina_ENCSR733YNW_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_vagina_ENCSR733YNW_thresholded_predictions.tsv.gz	syn55180071	syn55180074	syn55180067	syn55180068
posterior_vena_cava_ENCSR324NVG	ENCFF019WJX	alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_posterior_vena_cava_ENCSR324NVG_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_posterior_vena_cava_ENCSR324NVG_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_posterior_vena_cava_ENCSR324NVG_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_posterior_vena_cava_ENCSR324NVG_thresholded_predictions.tsv.gz	syn55180075	syn55180079	syn55180072	syn55180073
right_lobe_of_liver_ENCSR164TBP	ENCFF892VLK	alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_right_lobe_of_liver_ENCSR164TBP_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_right_lobe_of_liver_ENCSR164TBP_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_right_lobe_of_liver_ENCSR164TBP_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_right_lobe_of_liver_ENCSR164TBP_thresholded_predictions.tsv.gz	syn55180080	syn55180085	syn55180076	syn55180077
right_lobe_of_liver_ENCSR608NWP	ENCFF920IXO	alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_right_lobe_of_liver_ENCSR608NWP_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_right_lobe_of_liver_ENCSR608NWP_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_right_lobe_of_liver_ENCSR608NWP_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_right_lobe_of_liver_ENCSR608NWP_thresholded_predictions.tsv.gz	syn55180084	syn55180090	syn55180082	syn55180083
right_lobe_of_liver_ENCSR628NEA	ENCFF397QAV	alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_right_lobe_of_liver_ENCSR628NEA_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_right_lobe_of_liver_ENCSR628NEA_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_right_lobe_of_liver_ENCSR628NEA_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_right_lobe_of_liver_ENCSR628NEA_thresholded_predictions.tsv.gz	syn55180089	syn55180094	syn55180086	syn55180087
right_lobe_of_liver_ENCSR909HFI	ENCFF520UZZ	alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_right_lobe_of_liver_ENCSR909HFI_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_right_lobe_of_liver_ENCSR909HFI_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_right_lobe_of_liver_ENCSR909HFI_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_right_lobe_of_liver_ENCSR909HFI_thresholded_predictions.tsv.gz	syn55180093	syn55180098	syn55180091	syn55180092
right_lobe_of_liver_ENCSR933GMM	ENCFF427BNB	alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_right_lobe_of_liver_ENCSR933GMM_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_right_lobe_of_liver_ENCSR933GMM_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_right_lobe_of_liver_ENCSR933GMM_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_right_lobe_of_liver_ENCSR933GMM_thresholded_predictions.tsv.gz	syn55180099	syn55180103	syn55180095	syn55180096
left_lobe_of_liver_ENCSR802ZYE	ENCFF272CBV	alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_left_lobe_of_liver_ENCSR802ZYE_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_left_lobe_of_liver_ENCSR802ZYE_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_left_lobe_of_liver_ENCSR802ZYE_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_left_lobe_of_liver_ENCSR802ZYE_thresholded_predictions.tsv.gz	syn55180102	syn55180108	syn55180100	syn55180101
body_of_pancreas_ENCSR405YLV	ENCFF611ZEI	alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_body_of_pancreas_ENCSR405YLV_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_body_of_pancreas_ENCSR405YLV_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_body_of_pancreas_ENCSR405YLV_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_body_of_pancreas_ENCSR405YLV_thresholded_predictions.tsv.gz	syn55180107	syn55180112	syn55180104	syn55180105
body_of_pancreas_ENCSR464TKV	ENCFF153EIC	alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_body_of_pancreas_ENCSR464TKV_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_body_of_pancreas_ENCSR464TKV_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_body_of_pancreas_ENCSR464TKV_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_body_of_pancreas_ENCSR464TKV_thresholded_predictions.tsv.gz	syn55180113	syn55180116	syn55180109	syn55180110
body_of_pancreas_ENCSR539WBA	ENCFF855BHV	alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_body_of_pancreas_ENCSR539WBA_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_body_of_pancreas_ENCSR539WBA_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_body_of_pancreas_ENCSR539WBA_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_body_of_pancreas_ENCSR539WBA_thresholded_predictions.tsv.gz	syn55180117	syn55180121	syn55180114	syn55180115
body_of_pancreas_ENCSR828FVZ	ENCFF135KGR	alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_body_of_pancreas_ENCSR828FVZ_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_body_of_pancreas_ENCSR828FVZ_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_body_of_pancreas_ENCSR828FVZ_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_body_of_pancreas_ENCSR828FVZ_thresholded_predictions.tsv.gz	syn55180122	syn55180125	syn55180119	syn55180120
transverse_colon_ENCSR340MRJ	ENCFF650EYC	alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_transverse_colon_ENCSR340MRJ_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_transverse_colon_ENCSR340MRJ_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_transverse_colon_ENCSR340MRJ_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_transverse_colon_ENCSR340MRJ_thresholded_predictions.tsv.gz	syn55180127	syn55180131	syn55180123	syn55180124
transverse_colon_ENCSR760QZM	ENCFF034EJE	alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_transverse_colon_ENCSR760QZM_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_transverse_colon_ENCSR760QZM_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_transverse_colon_ENCSR760QZM_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_transverse_colon_ENCSR760QZM_thresholded_predictions.tsv.gz	syn55180130	syn55180134	syn55180128	syn55180129
transverse_colon_ENCSR763AKE	ENCFF568ZEU	alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_transverse_colon_ENCSR763AKE_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_transverse_colon_ENCSR763AKE_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_transverse_colon_ENCSR763AKE_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_transverse_colon_ENCSR763AKE_thresholded_predictions.tsv.gz	syn55180135	syn55180141	syn55180132	syn55180133
transverse_colon_ENCSR923JYH	ENCFF991EWH	alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_transverse_colon_ENCSR923JYH_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_transverse_colon_ENCSR923JYH_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_transverse_colon_ENCSR923JYH_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_transverse_colon_ENCSR923JYH_thresholded_predictions.tsv.gz	syn55180140	syn55180144	syn55180137	syn55180138
sigmoid_colon_ENCSR276ITP	ENCFF531YYI	alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_sigmoid_colon_ENCSR276ITP_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_sigmoid_colon_ENCSR276ITP_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_sigmoid_colon_ENCSR276ITP_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_sigmoid_colon_ENCSR276ITP_thresholded_predictions.tsv.gz	syn55180146	syn55180150	syn55180142	syn55180143
sigmoid_colon_ENCSR391YAV	ENCFF166AYV	alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_sigmoid_colon_ENCSR391YAV_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_sigmoid_colon_ENCSR391YAV_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_sigmoid_colon_ENCSR391YAV_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_sigmoid_colon_ENCSR391YAV_thresholded_predictions.tsv.gz	syn55180149	syn55180153	syn55180147	syn55180148
sigmoid_colon_ENCSR462XTM	ENCFF596CQL	alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_sigmoid_colon_ENCSR462XTM_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_sigmoid_colon_ENCSR462XTM_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_sigmoid_colon_ENCSR462XTM_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_sigmoid_colon_ENCSR462XTM_thresholded_predictions.tsv.gz	syn55180154	syn55180158	syn55180151	syn55180152
Peyers_patch_ENCSR261RWJ	ENCFF635OZL	alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_Peyers_patch_ENCSR261RWJ_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_Peyers_patch_ENCSR261RWJ_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_Peyers_patch_ENCSR261RWJ_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_Peyers_patch_ENCSR261RWJ_thresholded_predictions.tsv.gz	syn55180159	syn55180162	syn55180156	syn55180157
Peyers_patch_ENCSR455GUW	ENCFF226LGV	alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_Peyers_patch_ENCSR455GUW_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_Peyers_patch_ENCSR455GUW_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_Peyers_patch_ENCSR455GUW_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_Peyers_patch_ENCSR455GUW_thresholded_predictions.tsv.gz	syn55180164	syn55180167	syn55180160	syn55180161
Peyers_patch_ENCSR689DSM	ENCFF799FGK	alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_Peyers_patch_ENCSR689DSM_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_Peyers_patch_ENCSR689DSM_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_Peyers_patch_ENCSR689DSM_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_Peyers_patch_ENCSR689DSM_thresholded_predictions.tsv.gz	syn55180168	syn55180174	syn55180165	syn55180166
Peyers_patch_ENCSR954AJK	ENCFF484DQZ	alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_Peyers_patch_ENCSR954AJK_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_Peyers_patch_ENCSR954AJK_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_Peyers_patch_ENCSR954AJK_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_Peyers_patch_ENCSR954AJK_thresholded_predictions.tsv.gz	syn55180173	syn55180178	syn55180170	syn55180171
renal_pelvis_ENCSR141DMX	ENCFF135OFF	unfiltered alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_renal_pelvis_ENCSR141DMX_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_renal_pelvis_ENCSR141DMX_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_renal_pelvis_ENCSR141DMX_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_renal_pelvis_ENCSR141DMX_thresholded_predictions.tsv.gz	syn55180177	syn55180181	syn55180175	syn55180176
renal_pelvis_ENCSR301RCD	ENCFF237VKK	unfiltered alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_renal_pelvis_ENCSR301RCD_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_renal_pelvis_ENCSR301RCD_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_renal_pelvis_ENCSR301RCD_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_renal_pelvis_ENCSR301RCD_thresholded_predictions.tsv.gz	syn55180183	syn55180186	syn55180179	syn55180180
renal_pelvis_ENCSR364TKL	ENCFF155UHI	unfiltered alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_renal_pelvis_ENCSR364TKL_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_renal_pelvis_ENCSR364TKL_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_renal_pelvis_ENCSR364TKL_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_renal_pelvis_ENCSR364TKL_thresholded_predictions.tsv.gz	syn55180187	syn55180190	syn55180184	syn55180185
renal_pelvis_ENCSR554WUJ	ENCFF321HUE	unfiltered alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_renal_pelvis_ENCSR554WUJ_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_renal_pelvis_ENCSR554WUJ_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_renal_pelvis_ENCSR554WUJ_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_renal_pelvis_ENCSR554WUJ_thresholded_predictions.tsv.gz	syn55180192	syn55180196	syn55180188	syn55180189
renal_pelvis_ENCSR580OAH	ENCFF764DMN	unfiltered alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_renal_pelvis_ENCSR580OAH_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_renal_pelvis_ENCSR580OAH_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_renal_pelvis_ENCSR580OAH_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_renal_pelvis_ENCSR580OAH_thresholded_predictions.tsv.gz	syn55180197	syn55180201	syn55180193	syn55180194
renal_pelvis_ENCSR606UAR	ENCFF766KRB	unfiltered alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_renal_pelvis_ENCSR606UAR_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_renal_pelvis_ENCSR606UAR_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_renal_pelvis_ENCSR606UAR_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_renal_pelvis_ENCSR606UAR_thresholded_predictions.tsv.gz	syn55180203	syn55180206	syn55180198	syn55180200
renal_pelvis_ENCSR619DRM	ENCFF756BCQ	unfiltered alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_renal_pelvis_ENCSR619DRM_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_renal_pelvis_ENCSR619DRM_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_renal_pelvis_ENCSR619DRM_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_renal_pelvis_ENCSR619DRM_thresholded_predictions.tsv.gz	syn55180207	syn55180210	syn55180204	syn55180205
renal_pelvis_ENCSR911YVV	ENCFF316XAY	unfiltered alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_renal_pelvis_ENCSR911YVV_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_renal_pelvis_ENCSR911YVV_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_renal_pelvis_ENCSR911YVV_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_renal_pelvis_ENCSR911YVV_thresholded_predictions.tsv.gz	syn55180212	syn55180216	syn55180208	syn55180209
renal_pelvis_ENCSR913NYL	ENCFF958HRC	unfiltered alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_renal_pelvis_ENCSR913NYL_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_renal_pelvis_ENCSR913NYL_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_renal_pelvis_ENCSR913NYL_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_renal_pelvis_ENCSR913NYL_thresholded_predictions.tsv.gz	syn55180217	syn55180221	syn55180213	syn55180214
renal_pelvis_ENCSR956ZHU	ENCFF812JQY	unfiltered alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_renal_pelvis_ENCSR956ZHU_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_renal_pelvis_ENCSR956ZHU_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_renal_pelvis_ENCSR956ZHU_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_renal_pelvis_ENCSR956ZHU_thresholded_predictions.tsv.gz	syn55180222	syn55180225	syn55180218	syn55180219
