Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	DNase Experiment accession	DNase Experiment date released	DNase Lab	DNase Donor(s)	DNase File accession	DNase Output type	DNase Run type	ENCODE-rE2G v1	thresholded_bedpe_SYNAPSE_ID	full_predictions_SYNAPSE_ID	thresholded_bigInteract_SYNAPSE_ID	thresholded_predictions_SYNAPSE_ID
EFO:0006270	AG04450	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR000ELY	2011-05-04	John Stamatoyannopoulos, UW	/human-donors/ENCDO001AAA/	ENCFF544XWD, ENCFF477CQU	unfiltered alignments, unfiltered alignments	single-ended, single-ended	True	syn55178601	syn55178605	syn55178597	syn55178599
EFO:0006639	LoVo	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR503BEM	2016-05-11	John Stamatoyannopoulos, UW	/human-donors/ENCDO828APO/	ENCFF807APJ, ENCFF735XWT	alignments, alignments	paired-ended, paired-ended	True	syn55178606	syn55178610	syn55178603	syn55178604
EFO:0006711	OCI-LY7	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR489NAM	2015-08-31	John Stamatoyannopoulos, UW	/human-donors/ENCDO351AAA/	ENCFF643CGR, ENCFF210MMO	alignments, alignments	paired-ended, paired-ended	True	syn55178611	syn55178616	syn55178608	syn55178609
EFO:0007074	DND-41	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR903SKE	2020-10-06	John Stamatoyannopoulos, UW	/human-donors/ENCDO183AAA/	ENCFF758LRN, ENCFF836RBO	alignments, alignments	paired-ended, paired-ended	True	syn55178617	syn55178622	syn55178612	syn55178613
EFO:0007095	iPS DF 19.7	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR440QMR	2013-07-31	Zhiping Weng, UMass	/human-donors/ENCDO592CQV/	ENCFF984DFA	unfiltered alignments	single-ended	True	syn55178621	syn55178625	syn55178618	syn55178620
EFO:0007096	iPS DF 19.11	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR383SNM	2013-07-31	Zhiping Weng, UMass	/human-donors/ENCDO592CQV/	ENCFF966PEX	unfiltered alignments	single-ended	True	syn55178627	syn55178633	syn55178623	syn55178624
EFO:0007097	iPS DF 4.7	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR014FPY	2013-07-31	Zhiping Weng, UMass	/human-donors/ENCDO592CQV/	ENCFF500VCT	unfiltered alignments	single-ended	True	syn55178632	syn55178636	syn55178629	syn55178630
EFO:0007098	iPS DF 6.9	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR261SMF	2013-07-31	Zhiping Weng, UMass	/human-donors/ENCDO592CQV/	ENCFF138HXB	unfiltered alignments	single-ended	True	syn55178637	syn55178641	syn55178634	syn55178635
EFO:0007598	HAP-1	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR620QNS	2016-05-11	John Stamatoyannopoulos, UW	/human-donors/ENCDO763VKT/	ENCFF427IVB, ENCFF303JZI	alignments, alignments	paired-ended, paired-ended	False	syn55178642	syn55178647	syn55178638	syn55178640
EFO:0007598	HAP-1	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR895KTN	2020-10-06	John Stamatoyannopoulos, UW	/human-donors/ENCDO763VKT/	ENCFF162WTC, ENCFF443OOK	alignments, alignments	paired-ended, paired-ended	True	syn55178648	syn55178653	syn55178644	syn55178645
EFO:0007599	L1-S8	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR314EZY	2016-05-11	John Stamatoyannopoulos, UW	/human-donors/ENCDO315JDK/	ENCFF635FFI, ENCFF580BPC	alignments, alignments	paired-ended, paired-ended	True	syn55178654	syn55178658	syn55178649	syn55178652
EFO:0007600	L1-S8R	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR746ZPP	2016-07-20	John Stamatoyannopoulos, UW	/human-donors/ENCDO315JDK/	ENCFF526RIQ, ENCFF414ZYF	alignments, alignments	paired-ended, paired-ended	True	syn55178659	syn55178663	syn55178656	syn55178657
EFO:0007610	RWPE2	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR306BHE	2020-10-06	John Stamatoyannopoulos, UW	/human-donors/ENCDO135ZNV/	ENCFF512AOX, ENCFF407ORW	alignments, alignments	paired-ended, paired-ended	True	syn55178664	syn55178668	syn55178661	syn55178662
EFO:0007748	EH	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR548MMD	2015-08-31	John Stamatoyannopoulos, UW	/human-donors/ENCDO000AAG/	ENCFF128VZB, ENCFF233TZU	unfiltered alignments, unfiltered alignments	paired-ended & single-ended, paired-ended & single-ended	True	syn55178670	syn55178672	syn55178665	syn55178666
EFO:0007749	EL	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR691MQJ	2016-08-11	John Stamatoyannopoulos, UW	/human-donors/ENCDO000AAG/	ENCFF039LXT, ENCFF485JAR	unfiltered alignments, unfiltered alignments	paired-ended & single-ended, single-ended	True	syn55178673	syn55178677	syn55178667	syn55178671
EFO:0007750	ELR	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR240TPI	2015-10-14	John Stamatoyannopoulos, UW	/human-donors/ENCDO000AAG/	ENCFF505CBU, ENCFF518EFO	alignments, alignments	paired-ended, paired-ended	True	syn55178676	syn55178681	syn55178674	syn55178675
EFO:0007950	GM23338	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR004SUL	2015-06-17	John Stamatoyannopoulos, UW	/human-donors/ENCDO336AAA/	ENCFF135ZNA, ENCFF912RFQ	alignments, alignments	paired-ended, paired-ended	False	syn55178683	syn55178686	syn55178691	syn55178680
EFO:0007950	GM23338	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR108PUO	2021-02-23	John Stamatoyannopoulos, UW	/human-donors/ENCDO336AAA/	ENCFF376XJI	alignments	paired-ended	True	syn55178687	syn55178693	syn55178684	syn55178685
EFO:0007952	iPS-NIHi11	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR000EKJ	2012-03-28	Gregory Crawford, Duke	/human-donors/ENCDO696YOM/	ENCFF689MGG	unfiltered alignments	single-ended	False	syn55178692	syn55178697	syn55178688	syn55178689
EFO:0007953	iPS-NIHi7	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR000EKK	2012-03-28	Gregory Crawford, Duke	/human-donors/ENCDO016AAA/	ENCFF867SEB	unfiltered alignments	single-ended	False	syn55178698	syn55178703	syn55178695	syn55178696
EFO:0009318	HFFc6	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR672EWY	2018-10-19	John Stamatoyannopoulos, UW	/human-donors/ENCDO737WWC/	ENCFF757DMO, ENCFF853ZAW	alignments, alignments	paired-ended, paired-ended	True	syn55178704	syn55178708	syn55178700	syn55178702
EFO:0009495	C803	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR000ELI	2012-08-28	Gregory Crawford, Duke	/human-donors/ENCDO326AAA/	ENCFF442TUD	unfiltered alignments	single-ended	True	syn55178709	syn55178713	syn55178705	syn55178707
EFO:0009500	HCEC 1CT	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR038XTK	2017-12-13	John Stamatoyannopoulos, UW	/human-donors/ENCDO336HXJ/	ENCFF949OOT, ENCFF061DCP	alignments, alignments	paired-ended, paired-ended	True	syn55178714	syn55178717	syn55178711	syn55178712
EFO:0009501	CWRU1	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR000EKI	2012-03-28	Gregory Crawford, Duke	/human-donors/ENCDO298AAA/	ENCFF085KLV	unfiltered alignments	single-ended	False	syn55178718	syn55178722	syn55178715	syn55178716
EFO:0009747	WTC11	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR785ZUI	2021-05-19	John Stamatoyannopoulos, UW	/human-donors/ENCDO882UJI/	ENCFF492WXQ, ENCFF715YXX	alignments, alignments	paired-ended, paired-ended	True	syn55178723	syn55178726	syn55178720	syn55178721
NTR:0000474	ecto neural progenitor cell	in vitro differentiated cells	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR360XIS	2018-02-23	John Stamatoyannopoulos, UW	/human-donors/ENCDO222AAA/	ENCFF884HMI	alignments	paired-ended	True	syn55178727	syn55178733	syn55178724	syn55178725
NTR:0000491	Right ventricle myocardium inferior	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR085MZL	2021-02-09	John Stamatoyannopoulos, UW	/human-donors/ENCDO520EJG/	ENCFF353FPQ	alignments	paired-ended	True	syn55178732	syn55178736	syn55178729	syn55178730
NTR:0000492	Right ventricle myocardium superior	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR895GSY	2020-10-02	John Stamatoyannopoulos, UW	/human-donors/ENCDO520EJG/	ENCFF710GZI	alignments	paired-ended	True	syn55178737	syn55178741	syn55178734	syn55178735
NTR:0000493	left ventricle myocardium inferior	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR770OTB	2020-09-28	John Stamatoyannopoulos, UW	/human-donors/ENCDO520EJG/	ENCFF616QAS	alignments	paired-ended	True	syn55178742	syn55178745	syn55178739	syn55178740
NTR:0000494	left ventricle myocardium superior	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR355WAJ	2020-09-28	John Stamatoyannopoulos, UW	/human-donors/ENCDO520EJG/	ENCFF153TBA	alignments	paired-ended	True	syn55178747	syn55178751	syn55178743	syn55178744
NTR:0000497	activated naive CD4-positive, alpha-beta T cell	primary cell	Homo sapiens	Interleukin-2	50 U/mL	16 hour	NA	NA	NA	NA	NA	NA	ENCSR100OSB	2020-10-05	John Stamatoyannopoulos, UW	/human-donors/ENCDO833KUM/	ENCFF109IYW	alignments	paired-ended	False	syn55178750	syn55178755	syn55178748	syn55178749
NTR:0000497	activated naive CD4-positive, alpha-beta T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads	NA	36 hour	NA	NA	NA	NA	NA	NA	ENCSR478SWA	2020-09-28	John Stamatoyannopoulos, UW	/human-donors/ENCDO791UJG/	ENCFF636CPJ	alignments	paired-ended	False	syn55178754	syn55178761	syn55178752	syn55178753
NTR:0000497	activated naive CD4-positive, alpha-beta T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, Interleukin-2	10 ng/mL	5 day, 7 day	NA	NA	NA	NA	NA	NA	ENCSR396EWH	2020-09-28	John Stamatoyannopoulos, UW	/human-donors/ENCDO791UJG/	ENCFF410YVW	alignments	paired-ended	True	syn55178760	syn55178765	syn55178757	syn55178758
NTR:0000497	activated naive CD4-positive, alpha-beta T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, Interleukin-2	50 U/mL	16 hour	NA	NA	NA	NA	NA	NA	ENCSR593OUE	2020-10-05	John Stamatoyannopoulos, UW	/human-donors/ENCDO833KUM/	ENCFF685BVU	alignments	paired-ended	False	syn55178764	syn55178770	syn55178762	syn55178763
NTR:0000497	activated naive CD4-positive, alpha-beta T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, Interleukin-2	50 U/mL	16 hour	NA	NA	NA	NA	NA	NA	ENCSR778DWG	2020-10-05	John Stamatoyannopoulos, UW	/human-donors/ENCDO923WRX/	ENCFF104EGX	alignments	paired-ended	False	syn55178769	syn55178775	syn55178767	syn55178768
NTR:0000497	activated naive CD4-positive, alpha-beta T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, Interleukin-2	50 U/mL	72 hour	NA	NA	NA	NA	NA	NA	ENCSR386BOX	2021-09-02	John Stamatoyannopoulos, UW	/human-donors/ENCDO662KZD/	ENCFF057ECO	alignments	paired-ended	True	syn55178773	syn55178779	syn55178771	syn55178772
NTR:0000497	activated naive CD4-positive, alpha-beta T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, Interleukin-2	50 U/mL	72 hour	NA	NA	NA	NA	NA	NA	ENCSR515PDV	2022-01-26	John Stamatoyannopoulos, UW	/human-donors/ENCDO641WTL/	ENCFF030PNE	alignments	paired-ended	False	syn55178778	syn55178786	syn55178776	syn55178777
NTR:0000499	activated CD4-positive, alpha-beta memory T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads	NA	36 hour	NA	NA	NA	NA	NA	NA	ENCSR021YFW	2020-09-28	John Stamatoyannopoulos, UW	/human-donors/ENCDO791UJG/	ENCFF996KZH	alignments	paired-ended	True	syn55178782	syn55178790	syn55178780	syn55178781
NTR:0000499	activated CD4-positive, alpha-beta memory T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, Interleukin-2	10 ng/mL	5 day, 7 day	NA	NA	NA	NA	NA	NA	ENCSR720TCN	2020-09-28	John Stamatoyannopoulos, UW	/human-donors/ENCDO791UJG/	ENCFF417SCC	alignments	paired-ended	True	syn55178789	syn55178795	syn55178785	syn55178787
NTR:0000502	activated naive CD8-positive, alpha-beta T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads	NA	36 hour	NA	NA	NA	NA	NA	NA	ENCSR518YYX	2021-11-04	John Stamatoyannopoulos, UW	/human-donors/ENCDO166AGR/	ENCFF618UIG	alignments	paired-ended	True	syn55178794	syn55178799	syn55178792	syn55178793
NTR:0000502	activated naive CD8-positive, alpha-beta T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, Interleukin-2	10 ng/mL	5 day, 7 day	NA	NA	NA	NA	NA	NA	ENCSR009MDC	2021-11-04	John Stamatoyannopoulos, UW	/human-donors/ENCDO166AGR/	ENCFF696HWG	alignments	paired-ended	True	syn55178801	syn55178806	syn55178797	syn55178798
NTR:0000502	activated naive CD8-positive, alpha-beta T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, Interleukin-2	50 U/mL	16 hour	NA	NA	NA	NA	NA	NA	ENCSR044JIR	2020-10-05	John Stamatoyannopoulos, UW	/human-donors/ENCDO833KUM/	ENCFF187TZE	alignments	paired-ended	False	syn55178805	syn55178810	syn55178802	syn55178803
NTR:0000502	activated naive CD8-positive, alpha-beta T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, Interleukin-2	50 U/mL	24 hour	NA	NA	NA	NA	NA	NA	ENCSR572HUG	2021-09-10	John Stamatoyannopoulos, UW	/human-donors/ENCDO833KUM/	ENCFF809IED	alignments	paired-ended	False	syn55178811	syn55178817	syn55178808	syn55178809
NTR:0000504	activated CD8-positive, alpha-beta memory T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads	NA	1 hour	NA	NA	NA	NA	NA	NA	ENCSR167VIP	2020-09-28	John Stamatoyannopoulos, UW	/human-donors/ENCDO299FMV/	ENCFF868LUM	alignments	paired-ended	False	syn55178816	syn55178823	syn55178813	syn55178814
NTR:0000504	activated CD8-positive, alpha-beta memory T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads	NA	1 hour	NA	NA	NA	NA	NA	NA	ENCSR951MYM	2020-09-28	John Stamatoyannopoulos, UW	/human-donors/ENCDO923WRX/	ENCFF122ZIM	alignments	paired-ended	False	syn55178822	syn55178828	syn55178818	syn55178820
NTR:0000504	activated CD8-positive, alpha-beta memory T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads	NA	24 hour	NA	NA	NA	NA	NA	NA	ENCSR653ISV	2020-09-28	John Stamatoyannopoulos, UW	/human-donors/ENCDO299FMV/	ENCFF391RDE	alignments	paired-ended	True	syn55178827	syn55178832	syn55178824	syn55178825
NTR:0000504	activated CD8-positive, alpha-beta memory T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads	NA	24 hour	NA	NA	NA	NA	NA	NA	ENCSR933VOY	2020-09-28	John Stamatoyannopoulos, UW	/human-donors/ENCDO923WRX/	ENCFF835QKX	alignments	paired-ended	False	syn55178831	syn55178837	syn55178829	syn55178830
NTR:0000504	activated CD8-positive, alpha-beta memory T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads	NA	4 hour	NA	NA	NA	NA	NA	NA	ENCSR534OJE	2020-09-28	John Stamatoyannopoulos, UW	/human-donors/ENCDO923WRX/	ENCFF360PGB	alignments	paired-ended	False	syn55178836	syn55178841	syn55178833	syn55178834
NTR:0000504	activated CD8-positive, alpha-beta memory T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads	NA	4 hour	NA	NA	NA	NA	NA	NA	ENCSR860IDO	2020-09-28	John Stamatoyannopoulos, UW	/human-donors/ENCDO299FMV/	ENCFF248FIH	alignments	paired-ended	False	syn55178842	syn55178847	syn55178838	syn55178840
NTR:0000504	activated CD8-positive, alpha-beta memory T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads	NA	48 hour	NA	NA	NA	NA	NA	NA	ENCSR171APM	2020-09-28	John Stamatoyannopoulos, UW	/human-donors/ENCDO299FMV/	ENCFF387NWM	alignments	paired-ended	False	syn55178846	syn55178850	syn55178843	syn55178844
NTR:0000504	activated CD8-positive, alpha-beta memory T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads	NA	48 hour	NA	NA	NA	NA	NA	NA	ENCSR442SDV	2020-09-28	John Stamatoyannopoulos, UW	/human-donors/ENCDO299FMV/	ENCFF398QOP	alignments	paired-ended	False	syn55178851	syn55178856	syn55178848	syn55178849
NTR:0000504	activated CD8-positive, alpha-beta memory T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads	NA	48 hour	NA	NA	NA	NA	NA	NA	ENCSR971MMF	2020-09-28	John Stamatoyannopoulos, UW	/human-donors/ENCDO923WRX/	ENCFF942JCU	alignments	paired-ended	False	syn55178855	syn55178860	syn55178852	syn55178853
NTR:0000504	activated CD8-positive, alpha-beta memory T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, Interleukin-2	10 ng/mL	5 day, 7 day	NA	NA	NA	NA	NA	NA	ENCSR141RSN	2020-09-28	John Stamatoyannopoulos, UW	/human-donors/ENCDO166AGR/	ENCFF030WUI	alignments	paired-ended	False	syn55178861	syn55178866	syn55178858	syn55178859
NTR:0000504	activated CD8-positive, alpha-beta memory T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, Interleukin-2	50 U/mL	1 hour	NA	NA	NA	NA	NA	NA	ENCSR565RQI	2020-09-28	John Stamatoyannopoulos, UW	/human-donors/ENCDO299FMV/	ENCFF099GCR	alignments	paired-ended	False	syn55178865	syn55178869	syn55178862	syn55178863
NTR:0000504	activated CD8-positive, alpha-beta memory T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, Interleukin-2	50 U/mL	24 hour	NA	NA	NA	NA	NA	NA	ENCSR175OHT	2020-09-28	John Stamatoyannopoulos, UW	/human-donors/ENCDO923WRX/	ENCFF782CFI	alignments	paired-ended	False	syn55178870	syn55178876	syn55178867	syn55178868
NTR:0000504	activated CD8-positive, alpha-beta memory T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, Interleukin-2	50 U/mL	4 hour	NA	NA	NA	NA	NA	NA	ENCSR950YTI	2020-09-28	John Stamatoyannopoulos, UW	/human-donors/ENCDO299FMV/	ENCFF296YWF	alignments	paired-ended	False	syn55178877	syn55178880	syn55178871	syn55178872
NTR:0000504	activated CD8-positive, alpha-beta memory T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, Interleukin-2	50 U/mL	48 hour	NA	NA	NA	NA	NA	NA	ENCSR134CIY	2020-09-28	John Stamatoyannopoulos, UW	/human-donors/ENCDO299FMV/	ENCFF817SMO	alignments	paired-ended	False	syn55178881	syn55178885	syn55178878	syn55178879
NTR:0000504	activated CD8-positive, alpha-beta memory T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, Interleukin-2	50 U/mL	48 hour	NA	NA	NA	NA	NA	NA	ENCSR274XTS	2020-09-28	John Stamatoyannopoulos, UW	/human-donors/ENCDO923WRX/	ENCFF090ZTD	alignments	paired-ended	False	syn55178886	syn55178892	syn55178882	syn55178883
NTR:0000506	activated B cell	primary cell	Homo sapiens	CpG ODN	0.5 μM	24 hour	NA	NA	NA	NA	NA	NA	ENCSR109DTU	2022-01-26	John Stamatoyannopoulos, UW	/human-donors/ENCDO383AQS/	ENCFF855BXL	alignments	paired-ended	False	syn55178890	syn55178897	syn55178887	syn55178889
NTR:0000512	nephron progenitor cell	in vitro differentiated cells	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR503UNA	2021-02-27	John Stamatoyannopoulos, UW	/human-donors/ENCDO222AAA/	ENCFF537MJV, ENCFF243DDA	alignments, alignments	paired-ended, paired-ended	True	syn55178896	syn55178900	syn55178893	syn55178894
NTR:0000521	fibroblast of skin of left biceps	primary cell	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR562ACY	2013-07-31	Zhiping Weng, UMass	/human-donors/ENCDO576LXR/	ENCFF083SBJ	unfiltered alignments	single-ended	False	syn55178901	syn55178904	syn55178898	syn55178899
NTR:0000521	fibroblast of skin of left biceps	primary cell	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR648GDP	2013-07-31	Zhiping Weng, UMass	/human-donors/ENCDO576LXR/	ENCFF720NZB	unfiltered alignments	single-ended	True	syn55178906	syn55178910	syn55178902	syn55178903
NTR:0000522	fibroblast of skin of left quadriceps	primary cell	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR371KRY	2013-07-31	Zhiping Weng, UMass	/human-donors/ENCDO576LXR/	ENCFF156CPF	unfiltered alignments	single-ended	True	syn55178912	syn55178914	syn55178908	syn55178909
NTR:0000522	fibroblast of skin of left quadriceps	primary cell	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR555TFE	2013-07-31	Zhiping Weng, UMass	/human-donors/ENCDO576LXR/	ENCFF201JJE	unfiltered alignments	single-ended	False	syn55178917	syn55178921	syn55178913	syn55178916
NTR:0000523	fibroblast of skin of right quadriceps	primary cell	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR217RVH	2013-07-31	John Stamatoyannopoulos, UW & Zhiping Weng, UMass	/human-donors/ENCDO576LXR/	ENCFF104BQJ	unfiltered alignments	paired-ended & single-ended	True	syn55178922	syn55178927	syn55178918	syn55178919
NTR:0000524	fibroblast of skin of scalp	primary cell	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR360LBD	2013-07-31	Zhiping Weng, UMass	/human-donors/ENCDO576LXR/	ENCFF049NZW	unfiltered alignments	single-ended	False	syn55178928	syn55178931	syn55178923	syn55178925
NTR:0000524	fibroblast of skin of scalp	primary cell	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR770DEN	2013-07-31	John Stamatoyannopoulos, UW	/human-donors/ENCDO576LXR/	ENCFF351UST	unfiltered alignments	paired-ended & single-ended	True	syn55178933	syn55178937	syn55178929	syn55178930
NTR:0000525	fibroblast of skin of right biceps	primary cell	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR383BLX	2013-07-31	John Stamatoyannopoulos, UW & Zhiping Weng, UMass	/human-donors/ENCDO576LXR/	ENCFF623ERH	unfiltered alignments	paired-ended & single-ended	True	syn55178938	syn55178942	syn55178934	syn55178936
NTR:0000537	activated T-cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads	NA	1 hour	NA	NA	NA	NA	NA	NA	ENCSR617NTY	2020-09-28	John Stamatoyannopoulos, UW	/human-donors/ENCDO923WRX/	ENCFF620SNJ	alignments	paired-ended	True	syn55178944	syn55178948	syn55178939	syn55178941
NTR:0000537	activated T-cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads	NA	24 hour	NA	NA	NA	NA	NA	NA	ENCSR810CTB	2020-09-28	John Stamatoyannopoulos, UW	/human-donors/ENCDO923WRX/	ENCFF361ZOQ	alignments	paired-ended	True	syn55178949	syn55178952	syn55178945	syn55178947
NTR:0000537	activated T-cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads	NA	4 hour	NA	NA	NA	NA	NA	NA	ENCSR273GCF	2020-09-28	John Stamatoyannopoulos, UW	/human-donors/ENCDO923WRX/	ENCFF629NOO	alignments	paired-ended	False	syn55178954	syn55178959	syn55178950	syn55178951
NTR:0000537	activated T-cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads	NA	48 hour	NA	NA	NA	NA	NA	NA	ENCSR219KTW	2020-09-28	John Stamatoyannopoulos, UW	/human-donors/ENCDO923WRX/	ENCFF272CLG	alignments	paired-ended	True	syn55178960	syn55178963	syn55178957	syn55178958
NTR:0000537	activated T-cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, Interleukin-2	50 U/mL	1 hour	NA	NA	NA	NA	NA	NA	ENCSR343MCI	2020-09-28	John Stamatoyannopoulos, UW	/human-donors/ENCDO299FMV/	ENCFF023IMC	alignments	paired-ended	False	syn55178964	syn55178970	syn55178961	syn55178962
NTR:0000537	activated T-cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, Interleukin-2	50 U/mL	1 hour	NA	NA	NA	NA	NA	NA	ENCSR466SUZ	2020-09-28	John Stamatoyannopoulos, UW	/human-donors/ENCDO923WRX/	ENCFF301BIC	alignments	paired-ended	True	syn55178969	syn55178975	syn55178965	syn55178967
NTR:0000537	activated T-cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, Interleukin-2	50 U/mL	1 hour	NA	NA	NA	NA	NA	NA	ENCSR653OVF	2020-10-05	John Stamatoyannopoulos, UW	/human-donors/ENCDO299FMV/	ENCFF318YBS	alignments	paired-ended	True	syn55178976	syn55178981	syn55178971	syn55178972
NTR:0000537	activated T-cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, Interleukin-2	50 U/mL	24 hour	NA	NA	NA	NA	NA	NA	ENCSR223KKX	2020-10-05	John Stamatoyannopoulos, UW	/human-donors/ENCDO299FMV/	ENCFF037RIQ	alignments	paired-ended	True	syn55178982	syn55178986	syn55178977	syn55178980
NTR:0000537	activated T-cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, Interleukin-2	50 U/mL	24 hour	NA	NA	NA	NA	NA	NA	ENCSR416QNA	2020-10-05	John Stamatoyannopoulos, UW	/human-donors/ENCDO299FMV/	ENCFF170OUD	alignments	paired-ended	False	syn55178985	syn55178991	syn55178983	syn55178984
NTR:0000537	activated T-cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, Interleukin-2	50 U/mL	4 hour	NA	NA	NA	NA	NA	NA	ENCSR038POV	2020-09-28	John Stamatoyannopoulos, UW	/human-donors/ENCDO299FMV/	ENCFF283GXP	alignments	paired-ended	False	syn55178992	syn55178997	syn55178989	syn55178990
