Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	DNase Experiment accession	DNase Experiment date released	DNase Lab	DNase Donor(s)	DNase File accession	DNase Output type	DNase Run type	ENCODE-rE2G v1
NTR:0000633	activated T-helper 1 cell	primary cell	Homo sapiens	Interleukin-12 subunit alpha, Interleukin-4 antibody, anti-CD3 and anti-CD28 coated beads, Interleukin-2, Interleukin-12 subunit beta	30 ng/mL, 10 ng/mL, 1 ng/mL	24 hour, 14 hour, 36 hour	NA	NA	NA	NA	NA	NA	ENCSR636DIR	2021-11-04	John Stamatoyannopoulos, UW	/human-donors/ENCDO374BBL/	ENCFF528SLH	alignments	paired-ended	TRUE
NTR:0000633	activated T-helper 1 cell	primary cell	Homo sapiens	Interleukin-2	50 U/mL	16 hour	NA	NA	NA	NA	NA	NA	ENCSR635QIZ	2020-09-28	John Stamatoyannopoulos, UW	/human-donors/ENCDO299FMV/	ENCFF188NQV	alignments	paired-ended	TRUE
NTR:0000633	activated T-helper 1 cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, Interleukin-2	50 U/mL	16 hour	NA	NA	NA	NA	NA	NA	ENCSR595THL	2020-09-28	John Stamatoyannopoulos, UW	/human-donors/ENCDO299FMV/	ENCFF418EXB	alignments	paired-ended	TRUE
NTR:0000633	activated T-helper 1 cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, Interleukin-2	50 U/mL	16 hour	NA	NA	NA	NA	NA	NA	ENCSR932OSG	2020-09-25	John Stamatoyannopoulos, UW	/human-donors/ENCDO833KUM/	ENCFF943AFY	alignments	paired-ended	FALSE
NTR:0000634	activated T-helper 2 cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, Interferon-gamma antibody, Interleukin-2, Interleukin-4	100 μg/mL, 5 μg/mL, 10 μg/mL	24 hour, 14 hour, 36 hour	NA	NA	NA	NA	NA	NA	ENCSR780ABS	2021-11-04	John Stamatoyannopoulos, UW	/human-donors/ENCDO374BBL/	ENCFF612MMX	alignments	paired-ended	TRUE
NTR:0000660	activated effector memory CD4-positive, alpha-beta T cell	primary cell	Homo sapiens	Interleukin-2	50 U/mL	16 hour	NA	NA	NA	NA	NA	NA	ENCSR173BJC	2020-10-06	John Stamatoyannopoulos, UW	/human-donors/ENCDO833KUM/	ENCFF642YUG	alignments	paired-ended	TRUE
NTR:0000660	activated effector memory CD4-positive, alpha-beta T cell	primary cell	Homo sapiens	Interleukin-2	50 U/mL	16 hour	NA	NA	NA	NA	NA	NA	ENCSR692PKU	2020-10-06	John Stamatoyannopoulos, UW	/human-donors/ENCDO923WRX/	ENCFF996PZC	alignments	paired-ended	FALSE
NTR:0000660	activated effector memory CD4-positive, alpha-beta T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, Interleukin-2	50 U/mL	16 hour	NA	NA	NA	NA	NA	NA	ENCSR732IFV	2020-10-06	John Stamatoyannopoulos, UW	/human-donors/ENCDO923WRX/	ENCFF854NWN	alignments	paired-ended	FALSE
NTR:0000661	stimulated activated naive B cell	primary cell	Homo sapiens	anti-CD40, anti-IgM, Interleukin-4	1 μg/mL, 100 μg/mL, 10 μg/mL	72 hour	NA	NA	NA	NA	NA	NA	ENCSR438LZG	2021-09-02	John Stamatoyannopoulos, UW	/human-donors/ENCDO352FHC/	ENCFF600PZA	alignments	paired-ended	FALSE
NTR:0000663	stimulated activated CD4-positive, alpha-beta T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, Interleukin-12 subunit beta, Interleukin-12 subunit alpha	100 ng/mL	24 hour	NA	NA	NA	NA	NA	NA	ENCSR075MQZ	2020-09-28	John Stamatoyannopoulos, UW	/human-donors/ENCDO923WRX/	ENCFF366GCV	alignments	paired-ended	FALSE
NTR:0000663	stimulated activated CD4-positive, alpha-beta T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, Interleukin-12 subunit beta, Interleukin-12 subunit alpha	100 ng/mL	24 hour	NA	NA	NA	NA	NA	NA	ENCSR470QCE	2020-09-23	John Stamatoyannopoulos, UW	/human-donors/ENCDO923WRX/	ENCFF566AHQ	alignments	paired-ended	FALSE
NTR:0000663	stimulated activated CD4-positive, alpha-beta T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, Interleukin-12 subunit beta, Interleukin-12 subunit alpha	100 ng/mL	4 hour	NA	NA	NA	NA	NA	NA	ENCSR724QTW	2020-09-28	John Stamatoyannopoulos, UW	/human-donors/ENCDO833KUM/	ENCFF482JGP	alignments	paired-ended	FALSE
NTR:0000663	stimulated activated CD4-positive, alpha-beta T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, Interleukin-12 subunit beta, Interleukin-12 subunit alpha	100 ng/mL	4 hour	NA	NA	NA	NA	NA	NA	ENCSR933HFM	2020-09-23	John Stamatoyannopoulos, UW	/human-donors/ENCDO923WRX/	ENCFF413BUL	alignments	paired-ended	FALSE
NTR:0000663	stimulated activated CD4-positive, alpha-beta T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, Interleukin-12 subunit beta, Interleukin-12 subunit alpha	100 ng/mL	4 hour	NA	NA	NA	NA	NA	NA	ENCSR953UJL	2020-10-06	John Stamatoyannopoulos, UW	/human-donors/ENCDO299FMV/	ENCFF817ZNY	alignments	paired-ended	FALSE
NTR:0000663	stimulated activated CD4-positive, alpha-beta T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, Interleukin-12 subunit beta, Interleukin-12 subunit alpha	100 ng/mL	48 hour	NA	NA	NA	NA	NA	NA	ENCSR207CQH	2020-10-06	John Stamatoyannopoulos, UW	/human-donors/ENCDO833KUM/	ENCFF228XID	alignments	paired-ended	FALSE
NTR:0000663	stimulated activated CD4-positive, alpha-beta T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, Interleukin-12 subunit beta, Interleukin-12 subunit alpha	100 ng/mL	48 hour	NA	NA	NA	NA	NA	NA	ENCSR616AEG	2020-10-06	John Stamatoyannopoulos, UW	/human-donors/ENCDO299FMV/	ENCFF563PQP	alignments	paired-ended	FALSE
NTR:0000663	stimulated activated CD4-positive, alpha-beta T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, Interleukin-12 subunit beta, Interleukin-12 subunit alpha	100 ng/mL	48 hour	NA	NA	NA	NA	NA	NA	ENCSR884ODJ	2020-10-06	John Stamatoyannopoulos, UW	/human-donors/ENCDO923WRX/	ENCFF944ZRF	alignments	paired-ended	FALSE
NTR:0000663	stimulated activated CD4-positive, alpha-beta T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, Interleukin-15	100 ng/mL	1 hour	NA	NA	NA	NA	NA	NA	ENCSR531UVE	2020-10-06	John Stamatoyannopoulos, UW	/human-donors/ENCDO833KUM/	ENCFF300YHK	alignments	paired-ended	FALSE
NTR:0000663	stimulated activated CD4-positive, alpha-beta T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, Interleukin-15	100 ng/mL	1 hour	NA	NA	NA	NA	NA	NA	ENCSR998IXQ	2020-10-06	John Stamatoyannopoulos, UW	/human-donors/ENCDO923WRX/	ENCFF600VPS	alignments	paired-ended	FALSE
NTR:0000663	stimulated activated CD4-positive, alpha-beta T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, Interleukin-15	100 ng/mL	24 hour	NA	NA	NA	NA	NA	NA	ENCSR987GUS	2020-10-06	John Stamatoyannopoulos, UW	/human-donors/ENCDO923WRX/	ENCFF355KGG	alignments	paired-ended	FALSE
NTR:0000663	stimulated activated CD4-positive, alpha-beta T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, Interleukin-15	100 ng/mL	48 hour	NA	NA	NA	NA	NA	NA	ENCSR324SGE	2020-10-06	John Stamatoyannopoulos, UW	/human-donors/ENCDO923WRX/	ENCFF899NHX	alignments	paired-ended	FALSE
NTR:0000663	stimulated activated CD4-positive, alpha-beta T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, Interleukin-15	100 ng/mL	48 hour	NA	NA	NA	NA	NA	NA	ENCSR881CRY	2020-10-06	John Stamatoyannopoulos, UW	/human-donors/ENCDO299FMV/	ENCFF634HTR	alignments	paired-ended	FALSE
NTR:0000663	stimulated activated CD4-positive, alpha-beta T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, Interleukin-2	100 ng/mL	24 hour	NA	NA	NA	NA	NA	NA	ENCSR019MZH	2020-10-06	John Stamatoyannopoulos, UW	/human-donors/ENCDO299FMV/	ENCFF006BAB	alignments	paired-ended	FALSE
NTR:0000663	stimulated activated CD4-positive, alpha-beta T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, Interleukin-2	100 ng/mL	24 hour	NA	NA	NA	NA	NA	NA	ENCSR245AXW	2020-10-06	John Stamatoyannopoulos, UW	/human-donors/ENCDO833KUM/	ENCFF079PCT	alignments	paired-ended	FALSE
NTR:0000663	stimulated activated CD4-positive, alpha-beta T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, Interleukin-2	100 ng/mL	24 hour	NA	NA	NA	NA	NA	NA	ENCSR551LAH	2020-10-06	John Stamatoyannopoulos, UW	/human-donors/ENCDO923WRX/	ENCFF342XYF	alignments	paired-ended	FALSE
NTR:0000663	stimulated activated CD4-positive, alpha-beta T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, Interleukin-2	100 ng/mL	24 hour	NA	NA	NA	NA	NA	NA	ENCSR553WJB	2020-10-06	John Stamatoyannopoulos, UW	/human-donors/ENCDO923WRX/	ENCFF537QZG	alignments	paired-ended	FALSE
NTR:0000663	stimulated activated CD4-positive, alpha-beta T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, Interleukin-2	100 ng/mL	4 hour	NA	NA	NA	NA	NA	NA	ENCSR579DBA	2020-09-23	John Stamatoyannopoulos, UW	/human-donors/ENCDO923WRX/	ENCFF373ODF	alignments	paired-ended	FALSE
NTR:0000663	stimulated activated CD4-positive, alpha-beta T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, Interleukin-2	100 ng/mL	48 hour	NA	NA	NA	NA	NA	NA	ENCSR010TMX	2020-10-06	John Stamatoyannopoulos, UW	/human-donors/ENCDO833KUM/	ENCFF073HQE	alignments	paired-ended	FALSE
NTR:0000663	stimulated activated CD4-positive, alpha-beta T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, Interleukin-2	100 ng/mL	48 hour	NA	NA	NA	NA	NA	NA	ENCSR607HIL	2020-10-06	John Stamatoyannopoulos, UW	/human-donors/ENCDO299FMV/	ENCFF177WIF	alignments	paired-ended	FALSE
NTR:0000663	stimulated activated CD4-positive, alpha-beta T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, Interleukin-2	100 ng/mL	48 hour	NA	NA	NA	NA	NA	NA	ENCSR658NVL	2020-09-23	John Stamatoyannopoulos, UW	/human-donors/ENCDO923WRX/	ENCFF151MKY	alignments	paired-ended	FALSE
NTR:0000663	stimulated activated CD4-positive, alpha-beta T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, Interleukin-23, Interleukin-1b	100 ng/mL	1 hour	NA	NA	NA	NA	NA	NA	ENCSR152AVY	2020-10-06	John Stamatoyannopoulos, UW	/human-donors/ENCDO923WRX/	ENCFF516JCR	alignments	paired-ended	FALSE
NTR:0000663	stimulated activated CD4-positive, alpha-beta T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, Interleukin-23, Interleukin-1b	100 ng/mL	1 hour	NA	NA	NA	NA	NA	NA	ENCSR734VFU	2020-10-06	John Stamatoyannopoulos, UW	/human-donors/ENCDO833KUM/	ENCFF951XPO	alignments	paired-ended	FALSE
NTR:0000663	stimulated activated CD4-positive, alpha-beta T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, Interleukin-23, Interleukin-1b	100 ng/mL	24 hour	NA	NA	NA	NA	NA	NA	ENCSR050VTC	2020-09-23	John Stamatoyannopoulos, UW	/human-donors/ENCDO833KUM/	ENCFF423FCI	alignments	paired-ended	FALSE
NTR:0000663	stimulated activated CD4-positive, alpha-beta T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, Interleukin-23, Interleukin-1b	100 ng/mL	24 hour	NA	NA	NA	NA	NA	NA	ENCSR548KXH	2020-09-23	John Stamatoyannopoulos, UW	/human-donors/ENCDO923WRX/	ENCFF329KNS	alignments	paired-ended	FALSE
NTR:0000663	stimulated activated CD4-positive, alpha-beta T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, Interleukin-23, Interleukin-1b	100 ng/mL	24 hour	NA	NA	NA	NA	NA	NA	ENCSR566HLQ	2020-09-19	John Stamatoyannopoulos, UW	/human-donors/ENCDO299FMV/	ENCFF867LDP	alignments	paired-ended	FALSE
NTR:0000663	stimulated activated CD4-positive, alpha-beta T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, Interleukin-23, Interleukin-1b	100 ng/mL	24 hour	NA	NA	NA	NA	NA	NA	ENCSR799MAX	2020-09-28	John Stamatoyannopoulos, UW	/human-donors/ENCDO923WRX/	ENCFF965IXQ	alignments	paired-ended	FALSE
NTR:0000663	stimulated activated CD4-positive, alpha-beta T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, Interleukin-23, Interleukin-1b	100 ng/mL	4 hour	NA	NA	NA	NA	NA	NA	ENCSR605SQL	2020-10-06	John Stamatoyannopoulos, UW	/human-donors/ENCDO923WRX/	ENCFF056GCU	alignments	paired-ended	FALSE
NTR:0000663	stimulated activated CD4-positive, alpha-beta T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, Interleukin-23, Interleukin-1b	100 ng/mL	4 hour	NA	NA	NA	NA	NA	NA	ENCSR634ZYB	2020-09-28	John Stamatoyannopoulos, UW	/human-donors/ENCDO299FMV/	ENCFF804HWB	alignments	paired-ended	FALSE
NTR:0000663	stimulated activated CD4-positive, alpha-beta T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, Interleukin-23, Interleukin-1b	100 ng/mL	48 hour	NA	NA	NA	NA	NA	NA	ENCSR323PWV	2020-10-06	John Stamatoyannopoulos, UW	/human-donors/ENCDO833KUM/	ENCFF775TZI	alignments	paired-ended	FALSE
NTR:0000663	stimulated activated CD4-positive, alpha-beta T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, Interleukin-23, Interleukin-1b	100 ng/mL	48 hour	NA	NA	NA	NA	NA	NA	ENCSR323TXQ	2020-09-28	John Stamatoyannopoulos, UW	/human-donors/ENCDO923WRX/	ENCFF597GTV	alignments	paired-ended	FALSE
NTR:0000663	stimulated activated CD4-positive, alpha-beta T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, Interleukin-4	100 ng/mL	1 hour	NA	NA	NA	NA	NA	NA	ENCSR255OGF	2020-09-23	John Stamatoyannopoulos, UW	/human-donors/ENCDO923WRX/	ENCFF445MCI	alignments	paired-ended	FALSE
NTR:0000663	stimulated activated CD4-positive, alpha-beta T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, Interleukin-4	100 ng/mL	1 hour	NA	NA	NA	NA	NA	NA	ENCSR419CKG	2020-10-06	John Stamatoyannopoulos, UW	/human-donors/ENCDO299FMV/	ENCFF373MWN	alignments	paired-ended	FALSE
NTR:0000663	stimulated activated CD4-positive, alpha-beta T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, Interleukin-4	100 ng/mL	1 hour	NA	NA	NA	NA	NA	NA	ENCSR920JUM	2020-09-23	John Stamatoyannopoulos, UW	/human-donors/ENCDO923WRX/	ENCFF371KCI	alignments	paired-ended	FALSE
NTR:0000663	stimulated activated CD4-positive, alpha-beta T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, Interleukin-4	100 ng/mL	24 hour	NA	NA	NA	NA	NA	NA	ENCSR015FZF	2020-09-28	John Stamatoyannopoulos, UW	/human-donors/ENCDO923WRX/	ENCFF832AFE	alignments	paired-ended	FALSE
NTR:0000663	stimulated activated CD4-positive, alpha-beta T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, Interleukin-4	100 ng/mL	24 hour	NA	NA	NA	NA	NA	NA	ENCSR486FMF	2020-09-23	John Stamatoyannopoulos, UW	/human-donors/ENCDO299FMV/	ENCFF804NKU	alignments	paired-ended	FALSE
NTR:0000663	stimulated activated CD4-positive, alpha-beta T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, Interleukin-4	100 ng/mL	24 hour	NA	NA	NA	NA	NA	NA	ENCSR703AYZ	2020-09-19	John Stamatoyannopoulos, UW	/human-donors/ENCDO833KUM/	ENCFF743GPM	alignments	paired-ended	FALSE
NTR:0000663	stimulated activated CD4-positive, alpha-beta T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, Interleukin-4	100 ng/mL	24 hour	NA	NA	NA	NA	NA	NA	ENCSR840USW	2020-09-28	John Stamatoyannopoulos, UW	/human-donors/ENCDO923WRX/	ENCFF680JXS	alignments	paired-ended	FALSE
NTR:0000663	stimulated activated CD4-positive, alpha-beta T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, Interleukin-4	100 ng/mL	4 hour	NA	NA	NA	NA	NA	NA	ENCSR107XZC	2020-10-06	John Stamatoyannopoulos, UW	/human-donors/ENCDO923WRX/	ENCFF035TJX	alignments	paired-ended	FALSE
NTR:0000663	stimulated activated CD4-positive, alpha-beta T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, Interleukin-4	100 ng/mL	4 hour	NA	NA	NA	NA	NA	NA	ENCSR284GAG	2020-09-28	John Stamatoyannopoulos, UW	/human-donors/ENCDO833KUM/	ENCFF137RGN	alignments	paired-ended	FALSE
NTR:0000663	stimulated activated CD4-positive, alpha-beta T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, Interleukin-4	100 ng/mL	4 hour	NA	NA	NA	NA	NA	NA	ENCSR765ZML	2020-09-23	John Stamatoyannopoulos, UW	/human-donors/ENCDO923WRX/	ENCFF058UMD	alignments	paired-ended	FALSE
NTR:0000663	stimulated activated CD4-positive, alpha-beta T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, Interleukin-4	100 ng/mL	48 hour	NA	NA	NA	NA	NA	NA	ENCSR226LVB	2020-09-23	John Stamatoyannopoulos, UW	/human-donors/ENCDO833KUM/	ENCFF431XJH	alignments	paired-ended	FALSE
NTR:0000663	stimulated activated CD4-positive, alpha-beta T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, Interleukin-4	100 ng/mL	48 hour	NA	NA	NA	NA	NA	NA	ENCSR315WAC	2020-09-28	John Stamatoyannopoulos, UW	/human-donors/ENCDO923WRX/	ENCFF935HDI	alignments	paired-ended	FALSE
NTR:0000663	stimulated activated CD4-positive, alpha-beta T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, TNF-alpha	100 ng/mL	1 hour	NA	NA	NA	NA	NA	NA	ENCSR266NDC	2020-09-23	John Stamatoyannopoulos, UW	/human-donors/ENCDO299FMV/	ENCFF503HKL	alignments	paired-ended	FALSE
NTR:0000663	stimulated activated CD4-positive, alpha-beta T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, TNF-alpha	100 ng/mL	1 hour	NA	NA	NA	NA	NA	NA	ENCSR467LJT	2020-10-06	John Stamatoyannopoulos, UW	/human-donors/ENCDO923WRX/	ENCFF252KIH	alignments	paired-ended	FALSE
NTR:0000663	stimulated activated CD4-positive, alpha-beta T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, TNF-alpha	100 ng/mL	1 hour	NA	NA	NA	NA	NA	NA	ENCSR618HFT	2020-09-28	John Stamatoyannopoulos, UW	/human-donors/ENCDO833KUM/	ENCFF159XDU	alignments	paired-ended	FALSE
NTR:0000663	stimulated activated CD4-positive, alpha-beta T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, TNF-alpha	100 ng/mL	24 hour	NA	NA	NA	NA	NA	NA	ENCSR147QLU	2020-09-28	John Stamatoyannopoulos, UW	/human-donors/ENCDO923WRX/	ENCFF265GNJ	alignments	paired-ended	FALSE
NTR:0000663	stimulated activated CD4-positive, alpha-beta T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, TNF-alpha	100 ng/mL	24 hour	NA	NA	NA	NA	NA	NA	ENCSR494IWJ	2020-09-23	John Stamatoyannopoulos, UW	/human-donors/ENCDO833KUM/	ENCFF383WYC	alignments	paired-ended	FALSE
NTR:0000663	stimulated activated CD4-positive, alpha-beta T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, TNF-alpha	100 ng/mL	24 hour	NA	NA	NA	NA	NA	NA	ENCSR731DJH	2020-09-28	John Stamatoyannopoulos, UW	/human-donors/ENCDO923WRX/	ENCFF043DEC	alignments	paired-ended	FALSE
NTR:0000663	stimulated activated CD4-positive, alpha-beta T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, TNF-alpha	100 ng/mL	4 hour	NA	NA	NA	NA	NA	NA	ENCSR287GYT	2020-10-06	John Stamatoyannopoulos, UW	/human-donors/ENCDO833KUM/	ENCFF046LCT	alignments	paired-ended	TRUE
NTR:0000663	stimulated activated CD4-positive, alpha-beta T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, TNF-alpha	100 ng/mL	4 hour	NA	NA	NA	NA	NA	NA	ENCSR543WNA	2020-09-28	John Stamatoyannopoulos, UW	/human-donors/ENCDO923WRX/	ENCFF393PFY	alignments	paired-ended	FALSE
NTR:0000663	stimulated activated CD4-positive, alpha-beta T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, TNF-alpha	100 ng/mL	4 hour	NA	NA	NA	NA	NA	NA	ENCSR965ZWZ	2020-09-28	John Stamatoyannopoulos, UW	/human-donors/ENCDO923WRX/	ENCFF486BSP	alignments	paired-ended	FALSE
NTR:0000663	stimulated activated CD4-positive, alpha-beta T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, TNF-alpha	100 ng/mL	48 hour	NA	NA	NA	NA	NA	NA	ENCSR438USP	2020-09-28	John Stamatoyannopoulos, UW	/human-donors/ENCDO833KUM/	ENCFF012ZOX	alignments	paired-ended	FALSE
NTR:0000663	stimulated activated CD4-positive, alpha-beta T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, TNF-alpha	100 ng/mL	48 hour	NA	NA	NA	NA	NA	NA	ENCSR840QLA	2020-10-06	John Stamatoyannopoulos, UW	/human-donors/ENCDO923WRX/	ENCFF130ZOM	alignments	paired-ended	FALSE
NTR:0000663	stimulated activated CD4-positive, alpha-beta T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, TNF-alpha	100 ng/mL	48 hour	NA	NA	NA	NA	NA	NA	ENCSR885AWF	2020-10-06	John Stamatoyannopoulos, UW	/human-donors/ENCDO299FMV/	ENCFF441XVG	alignments	paired-ended	FALSE
NTR:0000667	stimulated activated naive CD8-positive, alpha-beta T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, Interleukin-15	100 ng/mL	72 hour	NA	NA	NA	NA	NA	NA	ENCSR154NYM	2021-09-10	John Stamatoyannopoulos, UW	/human-donors/ENCDO424UPQ/	ENCFF846LJB	alignments	paired-ended	FALSE
NTR:0000667	stimulated activated naive CD8-positive, alpha-beta T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, Interleukin-15	100 ng/mL	72 hour	NA	NA	NA	NA	NA	NA	ENCSR208YDK	2022-01-26	John Stamatoyannopoulos, UW	/human-donors/ENCDO830ROH/	ENCFF960DOV	alignments	paired-ended	FALSE
NTR:0000667	stimulated activated naive CD8-positive, alpha-beta T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, Interleukin-15, Interleukin-2	100 U/mL, 50 U/mL	24 hour	NA	NA	NA	NA	NA	NA	ENCSR114XWV	2021-09-10	John Stamatoyannopoulos, UW	/human-donors/ENCDO833KUM/	ENCFF919QTJ	alignments	paired-ended	FALSE
NTR:0000668	stimulated activated effector memory CD8-positive, alpha-beta T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, Interleukin-12 subunit beta, Interleukin-12 subunit alpha	100 ng/mL	72 hour	NA	NA	NA	NA	NA	NA	ENCSR133QIE	2021-09-02	John Stamatoyannopoulos, UW	/human-donors/ENCDO830ROH/	ENCFF192RAV	alignments	paired-ended	TRUE
NTR:0000668	stimulated activated effector memory CD8-positive, alpha-beta T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, Interleukin-12 subunit beta, Interleukin-12 subunit alpha	100 ng/mL	72 hour	NA	NA	NA	NA	NA	NA	ENCSR917BSW	2022-01-26	John Stamatoyannopoulos, UW	/human-donors/ENCDO424UPQ/	ENCFF438VZH	alignments	paired-ended	FALSE
NTR:0000669	stimulated activated CD8-positive, alpha-beta memory T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, Interleukin-12 subunit beta, Interleukin-12 subunit alpha	100 ng/mL	1 hour	NA	NA	NA	NA	NA	NA	ENCSR335EYA	2020-09-28	John Stamatoyannopoulos, UW	/human-donors/ENCDO923WRX/	ENCFF846AOP	alignments	paired-ended	FALSE
NTR:0000669	stimulated activated CD8-positive, alpha-beta memory T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, Interleukin-12 subunit beta, Interleukin-12 subunit alpha	100 ng/mL	24 hour	NA	NA	NA	NA	NA	NA	ENCSR536VAY	2020-09-28	John Stamatoyannopoulos, UW	/human-donors/ENCDO923WRX/	ENCFF581VZB	alignments	paired-ended	FALSE
NTR:0000669	stimulated activated CD8-positive, alpha-beta memory T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, Interleukin-12 subunit beta, Interleukin-12 subunit alpha	100 ng/mL	4 hour	NA	NA	NA	NA	NA	NA	ENCSR135XMY	2020-09-28	John Stamatoyannopoulos, UW	/human-donors/ENCDO299FMV/	ENCFF604QXW	alignments	paired-ended	FALSE
NTR:0000669	stimulated activated CD8-positive, alpha-beta memory T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, Interleukin-15	100 ng/mL	1 hour	NA	NA	NA	NA	NA	NA	ENCSR819EPD	2020-09-28	John Stamatoyannopoulos, UW	/human-donors/ENCDO923WRX/	ENCFF702OLB	alignments	paired-ended	FALSE
NTR:0000669	stimulated activated CD8-positive, alpha-beta memory T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, Interleukin-15	100 ng/mL	24 hour	NA	NA	NA	NA	NA	NA	ENCSR284VNJ	2020-09-28	John Stamatoyannopoulos, UW	/human-donors/ENCDO923WRX/	ENCFF433CPM	alignments	paired-ended	FALSE
NTR:0000669	stimulated activated CD8-positive, alpha-beta memory T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, Interleukin-15	100 ng/mL	4 hour	NA	NA	NA	NA	NA	NA	ENCSR474HQW	2020-09-28	John Stamatoyannopoulos, UW	/human-donors/ENCDO923WRX/	ENCFF916LCH	alignments	paired-ended	TRUE
